0.137039,0.978127,6.264680,0.755000
0.000000,1.000000,6.237134,0.755000
0.000000,1.000000,6.221045,0.760000
0.000000,1.000000,6.209799,0.765000
0.000000,1.000000,6.205584,0.764800
0.000000,1.000000,6.189914,0.770200
0.000000,1.000000,6.188308,0.770000
0.000000,1.000000,6.183280,0.770000
0.000000,1.000000,6.182508,0.774800
0.000000,1.000000,6.173365,0.770000
0.000000,1.000000,6.168427,0.770000
0.000000,1.000000,6.159176,0.770200
0.000000,1.000000,6.160301,0.770000
0.000000,1.000000,6.159142,0.770000
0.000000,1.000000,6.154814,0.770000
0.000000,1.000000,6.158793,0.769800
0.000000,1.000000,6.154256,0.770000
0.000000,1.000000,6.148848,0.770200
0.000000,1.000000,6.148683,0.770000
0.000000,1.000000,6.145411,0.770000
0.000000,1.000000,6.136583,0.770000
0.000000,1.000000,6.132653,0.770000
0.000000,1.000000,6.126532,0.770000
0.000000,1.000000,6.115146,0.770200
0.000000,1.000000,6.121419,0.764600
0.000000,1.000000,6.102419,0.770200
0.000000,1.000000,6.099917,0.770000
0.000000,1.000000,6.097290,0.769800
0.000000,1.000000,6.081808,0.770200
0.000000,1.000000,6.078788,0.770000
0.000000,1.000000,6.071471,0.775000
0.000000,1.000000,6.063919,0.775000
0.000000,1.000000,6.056273,0.775000
0.000000,1.000000,6.052836,0.774800
0.000000,1.000000,6.036699,0.775200
0.000000,1.000000,6.032939,0.775000
0.000000,1.000000,6.029289,0.774800
0.000000,1.000000,6.012782,0.775200
0.000000,1.000000,6.008673,0.775000
0.000000,1.000000,6.000494,0.775000
0.000000,1.000000,5.991204,0.775000
0.000000,1.000000,5.983027,0.775000
0.000000,1.000000,5.974414,0.775000
0.000000,1.000000,5.966001,0.775000
0.000000,1.000000,5.957766,0.775000
0.000000,1.000000,5.953833,0.775000
0.000000,1.000000,5.942984,0.774800
0.000000,1.000000,5.931650,0.775200
0.000000,1.000000,5.929729,0.775000
0.000000,1.000000,5.924120,0.775000
