14.483213,0.277042,24.873113,0.262500
5.494634,0.333750,2.452581,0.366000
2.229616,0.411750,2.110533,0.432000
1.880926,0.458604,2.163230,0.407500
1.789530,0.476042,2.126521,0.410000
1.693409,0.502687,2.276502,0.409000
1.639763,0.520604,2.364493,0.434000
1.576135,0.541229,2.106888,0.457000
1.451832,0.575500,2.136460,0.456000
1.300036,0.615771,2.173088,0.460000
1.135441,0.657333,2.309049,0.464500
0.991930,0.696583,2.430473,0.475500
0.838137,0.740021,2.514650,0.483000
0.699528,0.779812,2.806520,0.474500
0.600669,0.808667,2.998066,0.481000
0.483850,0.846333,2.953866,0.499500
0.398407,0.867583,3.223859,0.496500
0.325296,0.891792,3.328202,0.496000
0.260763,0.912521,3.600446,0.497000
0.213337,0.927063,3.695438,0.499000
0.161433,0.943167,3.890923,0.509500
0.129108,0.953917,4.169557,0.497000
0.096680,0.965083,4.197007,0.505000
0.068878,0.976063,4.361483,0.496500
0.048856,0.984125,4.505338,0.511000
0.032983,0.989229,4.644044,0.512000
0.022919,0.993833,4.800495,0.509000
0.014002,0.997083,4.824101,0.512500
0.009000,0.998417,4.888248,0.509500
0.005633,0.999354,4.964443,0.511000
0.003196,0.999875,5.006413,0.513000
0.002155,0.999958,5.077330,0.512000
0.001618,0.999938,5.119034,0.516500
0.001168,1.000000,5.171796,0.516000
0.000992,1.000000,5.224852,0.516000
0.000871,1.000000,5.268413,0.519000
0.000769,1.000000,5.317042,0.518000
0.000683,1.000000,5.366830,0.518000
0.000611,1.000000,5.414857,0.517500
0.000553,1.000000,5.465697,0.518000
0.000492,1.000000,5.512546,0.518000
0.000444,1.000000,5.559681,0.517000
0.000404,1.000000,5.607897,0.517000
0.000363,1.000000,5.656251,0.517000
0.000328,1.000000,5.705033,0.517500
0.000299,1.000000,5.750446,0.515000
0.000271,1.000000,5.794488,0.514500
0.000249,1.000000,5.840896,0.516000
0.000227,1.000000,5.883179,0.514000
0.000208,1.000000,5.920651,0.514500
